,0,1
413,burnish,patina
414,burnish,rub
415,burnish,sheen
416,burnish,shine
417,buttress,abutment
418,buttress,column
419,buttress,mainstay
420,buttress,pier
421,buttress,prop
422,buttress,reinforcement
423,buttress,shore
424,buttress,stanchion
425,buttress,stay
426,buttress,strut
427,cacophonous,discordant
428,cacophonous,noisy
429,cacophonous,raucous
430,cacophonous,clinking
431,cacophonous,disharmonic
432,cacophonous,dissonant
433,cacophonous,grating
434,cacophonous,ill-sounding
435,cacophonous,immusical
436,cacophonous,inharmonious
437,capricious,arbitrary
438,capricious,careless
439,capricious,erratic
440,capricious,fickle
441,capricious,flighty
442,capricious,helter-skelter
443,capricious,impulsive
444,capricious,quirky
445,capricious,temperamental
446,capricious,unpredictable
447,castigation,chastisement
448,castigation,discipline
449,castigation,penalty
450,castigation,reproof
451,castigation,retribution
452,castigation,scolding
453,castigation,chewing out
454,castigation,award
455,castigation,forgiveness
456,castigation,pardon
457,catalyst,impetus
458,catalyst,incentive
459,catalyst,motivation
460,catalyst,stimulant
461,catalyst,adjuvant
462,catalyst,agitator
463,catalyst,enzyme
464,catalyst,goad
465,catalyst,impulse
466,catalyst,incendiary
467,caustic,abrasive
468,caustic,acerbic
469,caustic,acid
470,caustic,biting
471,caustic,mordant
472,caustic,pungent
473,caustic,astringent
474,caustic,corroding
475,caustic,keen
476,caustic,tart
477,chicanery,dishonesty
478,chicanery,duplicity
479,chicanery,machination
480,chicanery,stratagem
481,chicanery,artifice
482,chicanery,cheating
483,chicanery,chicane
484,chicanery,deviousness
485,chicanery,dodge
486,chicanery,double-crossing
487,coagulate,clabber
488,coagulate,coalesce
489,coagulate,compact
490,coagulate,concentrate
491,coagulate,concrete
492,coagulate,condense
493,coagulate,congeal
494,coagulate,consolidate
495,coagulate,curdle
496,coagulate,dry
497,coda,farewell
498,coda,windup
499,coda,adieu
500,coda,climax
501,coda,closer
502,coda,conclusion
503,coda,crowning achievement
504,coda,crowning glory
505,coda,culmination
506,coda,dying words
507,cogent,compelling
508,cogent,convincing
509,cogent,forceful
510,cogent,persuasive
511,cogent,telling
512,cogent,weighty
513,cogent,apposite
514,cogent,apt
515,cogent,conclusive
516,cogent,consequential
517,commensurate,comparable
518,commensurate,compatible
519,commensurate,consistent
520,commensurate,proportionate
521,commensurate,sufficient
522,commensurate,appropriate
523,commensurate,coextensive
524,commensurate,due
525,commensurate,equal
526,commensurate,equivalent
527,compendium,abstract
528,compendium,brief
529,compendium,conspectus
530,compendium,digest
531,compendium,epitome
532,compendium,essence
533,compendium,guide
534,compendium,handbook
535,compendium,manual
536,compendium,overview
537,complaisant,accommodating
538,complaisant,amiable
539,complaisant,compliant
540,complaisant,conciliatory
541,complaisant,deferential
542,complaisant,easy
543,complaisant,easy-going
544,complaisant,friendly
545,complaisant,generous
546,complaisant,good-humored
547,compliant,docile
548,compliant,flexible
549,compliant,willing
550,compliant,easy
551,compliant,manageable
552,compliant,meek
553,compliant,submissive
554,compliant,tractable
555,compliant,yielding
556,compliant,inflexible
557,conciliatory,appeasing
558,conciliatory,assuaging
559,conciliatory,calm
560,conciliatory,civil
561,conciliatory,disarming
562,conciliatory,irenic
563,conciliatory,mollifying
564,conciliatory,pacific
565,conciliatory,peaceable
566,conciliatory,placating
567,condone,excuse
568,condone,forget
569,condone,forgive
570,condone,ignore
571,condone,wink at
572,condone,buy
573,condone,disregard
574,condone,okay
575,condone,overlook
576,condone,pardon
577,confound,amaze
578,confound,astonish
579,confound,astound
580,confound,baffle
581,confound,bewilder
582,confound,discombobulate
583,confound,dumbfound
584,confound,embarrass
585,confound,faze
586,confound,mystify
587,connoisseur,aficionado
588,connoisseur,buff
589,connoisseur,devotee
590,connoisseur,dilettante
591,connoisseur,adept
592,connoisseur,aesthete
593,connoisseur,appreciator
594,connoisseur,arbiter
595,connoisseur,cognoscente
596,connoisseur,critic
597,contention,argument
598,contention,conflict
599,contention,controversy
600,contention,dispute
601,contention,rivalry
602,contention,struggle
603,contention,altercation
604,contention,battle
605,contention,beef
606,contention,belligerency
607,contentious,antagonistic
608,contentious,combative
609,contentious,testy
610,contentious,argumentative
611,contentious,belligerent
612,contentious,disagreeable
613,contentious,factious
614,contentious,perverse
615,contentious,petulant
616,contentious,querulous
617,contrite,apologetic
618,contrite,humble
619,contrite,remorseful
620,contrite,repentant
621,contrite,sorry
622,contrite,attritional
623,contrite,chastened
624,contrite,compunctious
625,contrite,conscience-stricken
626,contrite,penitent
627,conundrum,enigma
628,conundrum,mystery
629,conundrum,riddle
630,conundrum,brain-teaser
631,conundrum,mystification
632,conundrum,poser
633,conundrum,problem
634,conundrum,puzzlement
635,conundrum,why
636,conundrum,closed book
637,converge,assemble
638,converge,concentrate
639,converge,mingle
640,converge,coincide
641,converge,combine
642,converge,concenter
643,converge,concur
644,converge,encounter
645,converge,focalize
646,converge,focus
647,convoluted,intricate
648,convoluted,labyrinthine
649,convoluted,perplexing
650,convoluted,puzzling
651,convoluted,tangled
652,convoluted,tortuous
653,convoluted,baffling
654,convoluted,confused
655,convoluted,elaborate
656,convoluted,involved
657,craven,mean-spirited
658,craven,chicken
659,craven,yellow
660,craven,cowardly
661,craven,dastardly
662,craven,fearful
663,craven,gutless
664,craven,lily-livered
665,craven,poltroonish
666,craven,pusillanimous
667,daunt,appall
668,daunt,baffle
669,daunt,deter
670,daunt,discourage
671,daunt,dishearten
672,daunt,dismay
673,daunt,dispirit
674,daunt,horrify
675,daunt,intimidate
676,daunt,scare
677,decorum,civility
678,decorum,correctness
679,decorum,decency
680,decorum,demeanor
681,decorum,dignity
682,decorum,gentility
683,decorum,orderliness
684,decorum,politeness
685,decorum,propriety
686,decorum,respectability
687,default,delinquency
688,default,nonpayment
689,default,absence
690,default,blemish
691,default,blunder
692,default,dearth
693,default,defect
694,default,deficiency
695,default,dereliction
696,default,disregard
697,deference,yielding
698,deference,acquiescence
699,deference,capitulation
700,deference,complaisance
701,deference,condescension
702,deference,docility
703,deference,obeisance
704,deference,submission
705,deference,fight
706,deference,dishonor
707,delineate,define
708,delineate,depict
709,delineate,lay out
710,delineate,limn
711,delineate,characterize
712,delineate,chart
713,delineate,detail
714,delineate,draft
715,delineate,draw
716,delineate,figure
717,denigrate,besmirch
718,denigrate,defame
719,denigrate,disparage
720,denigrate,impugn
721,denigrate,slander
722,denigrate,vilify
723,denigrate,asperse
724,denigrate,blacken
725,denigrate,blister
726,denigrate,calumniate
727,deride,disdain
728,deride,disparage
729,deride,mock
730,deride,ridicule
731,deride,scoff
732,deride,scorn
733,deride,taunt
734,deride,banter
735,deride,chaff
736,deride,contemn
737,derivative,cognate
738,derivative,secondary
739,derivative,subordinate
740,derivative,acquired
741,derivative,ancestral
742,derivative,caused
743,derivative,coming from
744,derivative,connate
745,derivative,copied
746,derivative,evolved
747,desiccate,dehydrate
748,desiccate,deplete
749,desiccate,devitalize
750,desiccate,divest
751,desiccate,drain
752,desiccate,dry
753,desiccate,evaporate
754,desiccate,exsiccate
755,desiccate,parch
756,desiccate,sear
757,desultory,aimless
758,desultory,chaotic
759,desultory,erratic
760,desultory,haphazard
761,desultory,chance
762,desultory,deviating
763,desultory,orderless
764,desultory,rambling
765,desultory,unmethodical
766,desultory,unstable
767,deterrent,disincentive
768,deterrent,hindrance
769,deterrent,obstacle
770,deterrent,bridle
771,deterrent,check
772,deterrent,curb
773,deterrent,defense
774,deterrent,determent
775,deterrent,discouragement
776,deterrent,leash
777,diatribe,denunciation
778,diatribe,invective
779,diatribe,jeremiad
780,diatribe,screed
781,diatribe,tirade
782,diatribe,abuse
783,diatribe,castigation
784,diatribe,disputation
785,diatribe,objection
786,diatribe,onslaught
787,dichotomy,difference of opinion
788,dichotomy,difference
789,dichotomy,disagreement
790,dichotomy,disunion
791,dichotomy,separation
792,dichotomy,split
793,dichotomy,agreement
794,dichotomy,likeness
795,dichotomy,sameness
796,dichotomy,similarity
797,diffidence,backwardness
798,diffidence,bashfulness
799,diffidence,constraint
800,diffidence,doubt
801,diffidence,fear
802,diffidence,hesitation
803,diffidence,humility
804,diffidence,insecurity
805,diffidence,meekness
806,diffidence,modesty
807,diffuse,broadcast
808,diffuse,circulated
809,diffuse,diluted
810,diffuse,dispersed
811,diffuse,disseminated
812,diffuse,distributed
813,diffuse,expanded
814,diffuse,extended
815,diffuse,general
816,diffuse,propagated
817,digression,detour
818,digression,footnote
819,digression,apostrophe
820,digression,aside
821,digression,deflection
822,digression,departure
823,digression,difference
824,digression,divagation
825,digression,divergence
826,digression,diversion
827,dirge,elegy
828,dirge,hymn
829,dirge,chant
830,dirge,coronach
831,dirge,cry
832,dirge,jeremiad
833,dirge,keen
834,dirge,lament
835,dirge,march
836,dirge,monody
837,disabuse,debunk
838,disabuse,disillusion
839,disabuse,enlighten
840,disabuse,correct
841,disabuse,disenchant
842,disabuse,expose
843,disabuse,free
844,disabuse,liberate
845,disabuse,rectify
846,disabuse,rid
847,discerning,astute
848,discerning,insightful
849,discerning,knowledgeable
850,discerning,penetrating
851,discerning,perceptive
852,discerning,piercing
853,discerning,knowing
854,discerning,acute
855,discerning,bright
856,discerning,brilliant
857,discordant,cacophonous
858,discordant,clashing
859,discordant,dissonant
860,discordant,divergent
861,discordant,jarring
862,discordant,strident
863,discordant,antagonistic
864,discordant,antipathetic
865,discordant,at odds
866,discordant,contradictory
867,discredit,defame
868,discredit,degrade
869,discredit,destroy
870,discredit,disgrace
871,discredit,disparage
872,discredit,disprove
873,discredit,ruin
874,discredit,slander
875,discredit,smear
876,discredit,vilify
877,discrepancy,difference
878,discrepancy,disparity
879,discrepancy,distinction
880,discrepancy,divergence
881,discrepancy,error
882,discrepancy,inconsistency
883,discrepancy,miscalculation
884,discrepancy,variation
885,discrepancy,contrariety
886,discrepancy,discordance
887,discrete,disconnected
888,discrete,distinct
889,discrete,various
890,discrete,detached
891,discrete,different
892,discrete,discontinuous
893,discrete,diverse
894,discrete,separate
895,discrete,several
896,discrete,unattached
897,disingenuous,deceitful
898,disingenuous,dishonest
899,disingenuous,false
900,disingenuous,unfair
901,disingenuous,artful
902,disingenuous,crooked
903,disingenuous,cunning
904,disingenuous,designing
905,disingenuous,duplicitous
906,disingenuous,feigned
907,disinterested,aloof
908,disinterested,casual
909,disinterested,dispassionate
910,disinterested,impartial
911,disinterested,indifferent
912,disinterested,neutral
913,disinterested,unbiased
914,disinterested,unselfish
915,disinterested,candid
916,disinterested,equitable
917,disjointed,confused
918,disjointed,incoherent
919,disjointed,jumbled
920,disjointed,rambling
921,disjointed,cool
922,disjointed,disordered
923,disjointed,displaced
924,disjointed,disunited
925,disjointed,divided
926,disjointed,muddled
927,dismiss,decline
928,dismiss,disband
929,dismiss,dissolve
930,dismiss,expel
931,dismiss,let go
932,dismiss,reject
933,dismiss,release
934,dismiss,abolish
935,dismiss,banish
936,dismiss,boot
937,disparage,belittle
938,disparage,decry
939,disparage,defame
940,disparage,degrade
941,disparage,denigrate
942,disparage,deride
943,disparage,discredit
944,disparage,dismiss
945,disparage,malign
946,disparage,ridicule
947,disparate,contrasting
948,disparate,discordant
949,disparate,dissimilar
950,disparate,distinct
951,disparate,divergent
952,disparate,diverse
953,disparate,various
954,disparate,at variance
955,disparate,contrary
956,disparate,discrepant
957,dissemble,affect
958,dissemble,camouflage
959,dissemble,cloak
960,dissemble,conceal
961,dissemble,counterfeit
962,dissemble,cover
963,dissemble,dissimulate
964,dissemble,fake
965,dissemble,falsify
966,dissemble,feign
967,disseminate,advertise
968,disseminate,circulate
969,disseminate,disperse
970,disseminate,propagate
971,disseminate,publicize
972,disseminate,publish
973,disseminate,announce
974,disseminate,annunciate
975,disseminate,blaze
976,disseminate,blazon
977,dissolution,disintegration
978,dissolution,divorce
979,dissolution,partition
980,dissolution,detachment
981,dissolution,disunion
982,dissolution,division
983,dissolution,divorcement
984,dissolution,parting
985,dissolution,resolution
986,dissolution,breaking up
987,dissonance,discord
988,dissonance,discrepancy
989,dissonance,disparity
990,dissonance,dissension
991,dissonance,incongruity
992,dissonance,antagonism
993,dissonance,conflict
994,dissonance,contention
995,dissonance,controversy
996,dissonance,difference
997,distend,amplify
998,distend,augment
999,distend,balloon
1000,distend,bloat
1001,distend,dilate
1002,distend,distort
1003,distend,enlarge
1004,distend,expand
1005,distend,increase
1006,distend,inflate
1007,distill,condense
1008,distill,extract
1009,distill,infuse
1010,distill,refine
1011,distill,brew
1012,distill,clarify
1013,distill,concentrate
1014,distill,cook
1015,distill,cut
1016,distill,dribble
1017,diverge,deviate
1018,diverge,radiate
1019,diverge,stray
1020,diverge,veer
1021,diverge,bend
1022,diverge,bifurcate
1023,diverge,branch
1024,diverge,depart
1025,diverge,digress
1026,diverge,divagate
1027,divest,bankrupt
1028,divest,deprive
1029,divest,dismantle
1030,divest,rob
1031,divest,unload
1032,divest,bare
1033,divest,bereave
1034,divest,bleed
1035,divest,denudate
1036,divest,denude
1037,document,archive
1038,document,certificate
1039,document,diary
1040,document,evidence
1041,document,form
1042,document,paper
1043,document,record
1044,document,report
1045,document,script
1046,document,testimony
1047,dogmatic,arbitrary
1048,dogmatic,arrogant
1049,dogmatic,assertive
1050,dogmatic,categorical
1051,dogmatic,emphatic
1052,dogmatic,fanatical
1053,dogmatic,intolerant
1054,dogmatic,obstinate
1055,dogmatic,stubborn
1056,dogmatic,unequivocal
1057,dormant,asleep
1058,dormant,comatose
1059,dormant,inert
1060,dormant,inoperative
1061,dormant,latent
1062,dormant,passive
1063,dormant,sidelined
1064,dormant,sluggish
1065,dormant,abeyant
1066,dormant,closed down
1067,dupe,patsy
1068,dupe,sitting duck
1069,dupe,butt
1070,dupe,chump
1071,dupe,fish
1072,dupe,fool
1073,dupe,mark
1074,dupe,pigeon
1075,dupe,pushover
1076,dupe,sap
1077,ebullient,agitated
1078,ebullient,brash
1079,ebullient,buoyant
1080,ebullient,chipper
1081,ebullient,effervescent
1082,ebullient,effusive
1083,ebullient,elated
1084,ebullient,exuberant
1085,ebullient,irrepressible
1086,ebullient,bouncy
1087,eclectic,broad
1088,eclectic,diverse
1089,eclectic,varied
1090,eclectic,wide-ranging
1091,eclectic,catholic
1092,eclectic,liberal
1093,eclectic,universal
1094,eclectic,all-embracing
1095,eclectic,assorted
1096,eclectic,dilettantish
1097,efficacy,adequacy
1098,efficacy,competence
1099,efficacy,effectiveness
1100,efficacy,potency
1101,efficacy,virtue
1102,efficacy,ability
1103,efficacy,capability
1104,efficacy,capableness
1105,efficacy,capacity
1106,efficacy,effect
1107,effrontery,arrogance
1108,effrontery,assurance
1109,effrontery,audacity
1110,effrontery,backtalk
1111,effrontery,brashness
1112,effrontery,brass
1113,effrontery,brazenness
1114,effrontery,cheek
1115,effrontery,cheekiness
1116,effrontery,chutzpah
1117,elegy,knell
1118,elegy,lament
1119,elegy,plaint
1120,elegy,requiem
1121,elegy,threnody
1122,elegy,death song
1123,elegy,funeral song
1124,elegy,chant
1125,elegy,coronach
1126,elegy,cry
1127,elicit,bring out
1128,elicit,evoke
1129,elicit,extort
1130,elicit,extract
1131,elicit,obtain
1132,elicit,wrest
1133,elicit,wring
1134,elicit,badger
1135,elicit,bite
1136,elicit,bring
1137,embellish,adorn
1138,embellish,bedeck
1139,embellish,dress up
1140,embellish,embroider
1141,embellish,exaggerate
1142,embellish,festoon
1143,embellish,gild
1144,embellish,overstate
1145,embellish,spiff up
1146,embellish,amplify
1147,empirical,experimental
1148,empirical,factual
1149,empirical,observational
1150,empirical,empiric
1151,empirical,experient
1152,empirical,experiential
1153,empirical,observed
1154,empirical,pragmatic
1155,empirical,provisional
1156,empirical,speculative
1157,emulate,follow suit
1158,emulate,imitate
1159,emulate,mimic
1160,emulate,mirror
1161,emulate,challenge
1162,emulate,compete
1163,emulate,contend
1164,emulate,ditto
1165,emulate,do
1166,emulate,follow
1167,endemic,local
1168,endemic,regional
1169,endemic,ancient
1170,endemic,earliest
1171,endemic,endemic
1172,endemic,first
1173,endemic,indigenous
1174,endemic,native
1175,endemic,original
1176,endemic,primary
1177,enervate,debilitate
1178,enervate,devitalize
1179,enervate,disable
1180,enervate,enfeeble
1181,enervate,exhaust
1182,enervate,fatigue
1183,enervate,incapacitate
1184,enervate,jade
1185,enervate,paralyze
1186,enervate,sap
1187,engender,arouse
1188,engender,beget
1189,engender,breed
1190,engender,bring about
1191,engender,foment
1192,engender,generate
1193,engender,incite
1194,engender,induce
1195,engender,instigate
1196,engender,lead to
1197,enhance,add to
1198,enhance,appreciate
1199,enhance,augment
1200,enhance,boost
1201,enhance,build up
1202,enhance,complement
1203,enhance,enlarge
1204,enhance,heighten
1205,enhance,increase
1206,enhance,intensify
1207,ephemeral,fleeting
1208,ephemeral,short-lived
1209,ephemeral,transitory
1210,ephemeral,brief
1211,ephemeral,fugitive
1212,ephemeral,short
1213,ephemeral,temporary
1214,ephemeral,transient
1215,ephemeral,volatile
1216,ephemeral,episodic
1217,equanimity,aplomb
1218,equanimity,calmness
1219,equanimity,composure
1220,equanimity,coolness
1221,equanimity,serenity
1222,equanimity,tranquillity
1223,equanimity,assurance
1224,equanimity,ataraxia
1225,equanimity,calm
1226,equanimity,confidence
1227,equivocate,cavil
1228,equivocate,con
1229,equivocate,dodge
1230,equivocate,elude
1231,equivocate,escape
1232,equivocate,eschew
1233,equivocate,evade
1234,equivocate,falsify
1235,equivocate,fence
1236,equivocate,fib
1237,erudite,knowledgeable
1238,erudite,literate
1239,erudite,scholarly
1240,erudite,brainy
1241,erudite,cultivated
1242,erudite,educated
1243,erudite,highbrow
1244,erudite,in the know
1245,erudite,into
1246,erudite,learned
1247,esoteric,abstruse
1248,esoteric,arcane
1249,esoteric,mystical
1250,esoteric,Delphic
1251,esoteric,acroamatic
1252,esoteric,cabalistic
1253,esoteric,cryptic
1254,esoteric,deep
1255,esoteric,heavy
1256,esoteric,hermetic
1257,eulogy,citation
1258,eulogy,paean
1259,eulogy,tribute
1260,eulogy,acclaim
1261,eulogy,accolade
1262,eulogy,adulation
1263,eulogy,applause
1264,eulogy,commendation
1265,eulogy,compliment
1266,eulogy,encomium
1267,euphemism,circumlocution
1268,euphemism,delicacy
1269,euphemism,floridness
1270,euphemism,grandiloquence
1271,euphemism,inflation
1272,euphemism,pomposity
1273,euphemism,pretense
1274,euphemism,purism
1275,euphemism,beating around the bush
1276,euphemism,circumambages
1277,exacerbate,aggravate
1278,exacerbate,annoy
1279,exacerbate,heighten
1280,exacerbate,inflame
1281,exacerbate,intensify
1282,exacerbate,irritate
1283,exacerbate,provoke
1284,exacerbate,worsen
1285,exacerbate,embitter
1286,exacerbate,enrage
1287,exculpate,absolve
1288,exculpate,acquit
1289,exculpate,amnesty
1290,exculpate,clear
1291,exculpate,condone
1292,exculpate,discharge
1293,exculpate,dismiss
1294,exculpate,excuse
1295,exculpate,exonerate
1296,exculpate,explain
1297,exigency,contingency
1298,exigency,vicissitude
1299,exigency,acuteness
1300,exigency,constraint
1301,exigency,crisis
1302,exigency,criticalness
1303,exigency,crossroad
1304,exigency,demand
1305,exigency,dilemma
1306,exigency,distress
1307,extrapolation,calculation
